Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Love it for dry and sensitive skin,"Gentle enough to use every day, great product. Only need a tiny amount to feel a difference in my opinion. Only downside is that it is messy. Highly recommend wetting hands and pouring product onto hands that way since it conserves how much you use. Love it!",Yes,5 years ago,"Boston, MA",1,0,Daily Microfoliant,Dermalogica,3/27/23
Super product that is amazing on how it balances your skin.,I have only bee using this for a week and I am already seeing a difference in the appearance of my skin.,Yes,6 years ago,Falls Church VA,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love it!,My skin is so dry in the winter months and I really needed something to help that. I tried this microfoliant and have been loving it. It works very well but gentle on the skin at the same time. My face feels so soft and amazing after each use. I would definitely recommend this product.,No,1 year ago,"Jax, Florida",0,0,Daily Microfoliant,Dermalogica,3/27/23
Holy grail worthy,"Run, don't walk, into the closest store to get this now if you are looking for an exfoliator. I went in thinking I needed a better cleanser to get smoother skin. After talking to one of the skin experts (I wish I knew her name, she was amazing) she recommended adding an exfoliant into my skincare routine. After one use I got the results I was looking for. No more uneven skin texture. My skin is now so smooth and so clear thanks to adding this one product. Had I known about this product sooner I would have been saving so much money on facials. You don't need to spend a whole lot of time massaging this into your face for it to be effective. I am so impressed with how little effort yields such amazing results. I've never bought a Dermalogica product before, but now I'm totally sold.",No,2 years ago,"Dallas, TX",1,0,Daily Superfoliant,Dermalogica,3/27/23
Works for me,"Dermalogica gifted me this Daily Microfoliant to try for free. It is an iconic exfoliating enzyme powder that activates upon contact with water, this powerful, yet gentle powder face scrub helps to even skin tone, clear blemishes and reduce the appearance of pores. I use it everyday after my daily cleanse and it makes my skin glowing every time.",No,1 year ago,Los Angeles,0,0,Daily Microfoliant,Dermalogica,3/27/23
Not a huge fan,Maybe just my skin type but this doesn't do wonders for me. I've been using this for two weeks now every day and it hasn't done much for my skin. I use instead my exuviance microdermabrasion every few days and that stuff is amaaazing. And will last me much longer.,No,3 years ago,IL,2,0,Daily Microfoliant,Dermalogica,3/27/23
Great new product,New product that I hadn't used before. Leaves your skin clean and I feel that my skin is brighter after a week of using it. More even skin tone. The formula is nice! I love this product! Can't wait for more new products. Product was gifted by Dermalogica for an honest review.,No,1 year ago,Columbus Ohio,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love these products,"Already used the clay cleanser for oily skin, toner and moisturizer. My facialist suggested I start using a light exfoliant a couple of times a week and a cleanser moisturizing cleanser to the skin. I love how much improved my skin is in only 2 weeks. She uses different products for the facial but recommended Dermalogica for every day skin care.",Yes,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Great product,Makes my skin shine and glow. Removes without harshness my dry skin and always make me look refreshed.,Yes,3 years ago,Minneapolis MN,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love this!,I use this product every other day and so far it's doing it's job great. It's not too rough on the skin but still exfoliates enough to where you feel a difference. My skin is normally flaky but when I started using this it all went away!,No,5 years ago,Utah,1,0,Daily Microfoliant,Dermalogica,3/27/23
lovely exfoliating masque,"quick at only 5 minutes, skin felt smooth and nourished afterwards",No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Good and Gentle,"I am 20 years old and have combo skin and like to have a nice glow, and am focusing on minimizing my breakouts and skin texture. I wanted to give this exfoliant a try and see if it helped with my pores and skin texture. After I used it I had ver soft and smooth skin and noticed the morning after my skin looked very nice and smooth. I did notice a few minor breakouts, but that could be because I have not used many physical exfoliants before.",No,1 year ago,Delaware,0,0,Daily Microfoliant,Dermalogica,3/27/23
My single favorite beauty product,"I've been using this product for years... And it never disappoints! It is gentle enough to use every day and leaves my face feeling clean. If I miss a day, I can tell because my pores are more clogged. Highly recommended!",Yes,6 years ago,"Atlanta, GA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Great product,"I've been using this product for nearly a year - I get regular peels/treatments and use it 5 days after a session to remove any dead skin. I then use it once every 2 weeks at night to remove any dirts or pollution in my skin and it leaves it feeling soft, smooth and glowing! It is an intense/rough scrub, hence why I do use it weeks apart to avoid damaging my skin. I get so many compliments on my skin and it's mainly due to this scrub leaving me fresh-faced and glowing! I'd recommend consulting your beautician to see if this product's suitable for your skin.",No,4 years ago,"Melbourne, AUS",5,2,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Refreshing Mask!,"I love how this mask hydrates & exfoliates all together! My skin feels ultra smooth & soft with this product. I absolutely love how refreshing this feels. Definitely part of my ""must have"" self-care regimen.",No,2 years ago,"Oceanside, CA",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Made my skin so soft!,I love how soft my skin felt after using this exfoliant! It smells great too.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Absolutely love,Absolutely love,No,2 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Smooth skin,Hydro mask exfoliant makes my skin feel so soft and smooth. I use it 3-4 times a week in the mornings because I like the way my skin feels and looks when I use it.,No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Recommended at a facial and I've purchased twice,I use this twice a week and it has helped soften and clear my skin.,Yes,8 years ago,"Leesburg, VA",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love this!,This was an amazing product and I was so excited to try it! I have heard amazing things and this definitely holds up to what everyone says. Gentle but effective and great to use to get dead skin away without harsh scrubbing.,No,1 year ago,Chicago,0,0,Daily Microfoliant,Dermalogica,3/27/23
A MUST HAVE,THIS product is certainly a game changer for me. I mix it with my Special Cleansing Gel and gently exfoliate and cleanse at the same time! My skin is smooth and supple. Ready for the next time in my skincare routine. AWESOME product!,No,2 years ago,Atlanta Ga,0,0,Daily Microfoliant,Dermalogica,3/27/23
Left my skin so smooth!,I got this just recently and I saw instant results! I used only a small amount of product and it did exactly as the description stated. I'm very happy with my purchase and will most likely end up purchasing the full size!,No,4 years ago,California,1,0,Daily Microfoliant,Dermalogica,3/27/23
Good exfoliant,"I really enjoyed sampling this exfoliant. It left my skin feeling soft and with a glow, and is easy to use.",No,4 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Have purchased again and again,"I've bought and gone through two of the smaller sized bottles. Definitely worth every penny! I struggle with very sensitive skin and open wounds on my face. For me it's a welcome aid to removing the smallest irritants and blockages from my pores. Recommend to anyone who can afford it, even using twice a week helps!",Yes,6 years ago,MN,1,0,Daily Microfoliant,Dermalogica,3/27/23
Wow I love this!,I really enjoyed this! It's a powder and you mix a little water with it in your hands and apply! It is an exfoliate so be sure to be gently while scrubbing. Left my skin looking and feeling better! Really helped to get a smooth texture with my skin and helped with my acne. Love this!!,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love this product!,"using this twice a week has greatly improved the size of my pores, softness of my skin and made my face more radiant. before using, my skin was dull and prone to breakouts. so glad I found this product!",No,4 months ago,"Dallas, TX",1,0,Daily Microfoliant,Dermalogica,3/27/23
YES!,"Because I have dry skin exfoliators play a big role in my beauty regime.  I have tried a different number of formula's from beads, creams, acids etc but I've never tried a charcoal based one. . . this is a game changer for me and I looooveee it!The formula is a powder which looks like ash but when mixed between your wet hands it turns into a paste.  I've been using this every other day for the past two weeks and my skin feels unbelievably smooth. In the winter my skin turns so dull and really flaky but this exfoliator has completely changed my skins texture, I am getting the same results at home as would normally get from my facials I have once a month!",No,5 years ago,Cambridge,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing!,"I love this product, never tried a dermalogica product before but when I received my products I was over the moon to try them! I've only been using them for a few months now and this is one of the products in my new daily routine! I've really noticed a difference my skin is much clearer and lovely and soft! I love it! I'll definitely be repurchasing when I've ran out! I received this product free as part of a campaign through Influenster! It's amazing!",No,5 years ago,West Midlands,0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy again!,"Truly felt my skin was much smoother after using this product! It definitely made it easier to apply makeup with my skin feeling softer. I would say after more uses I noticed my skin looking brighter. Overall, a great product and will continue using/repurchasing! Get your glow on!",No,1 year ago,"Asbury Park, PA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Best scrum ever,Super,No,4 years ago,Los Angeles CA,0,2,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Lovely product,I've beeusing this masque for a while now. It is a lovely texture and leaves my skin deeply hydrated and smooth. Highly recommended,No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love love love,"This product is so interesting and that's what initially caught my attention. I was hesitanf at first, but now I'm so in love with it! A little goes a long way so I can see this bottle lasting me a while. I have some stubborn dark spots that it appears to be helping with and my skin feels great after! I feel even the mini could last you a while, so I'd say go for it!",No,1 year ago,"Phoenix, AZ",0,0,Daily Microfoliant,Dermalogica,3/27/23
Gentle and helps for uneven skin,I have only used a couple times but saw a difference after one time. You only need the size of a quarter. Wet your face generously is key. This is great for acne scars too. I have some old scars and new ones.,No,3 months ago,"New Orleans, LA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Really great exfoliator! My skin,Really great exfoliator! My skin glow's after using it!,No,4 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Healthy Addition,I raved about the product to my husband and he is now enjoying it too.,Yes,2 years ago,"Roswell, GA",0,0,Daily Microfoliant,Dermalogica,3/27/23
I wouldn't buy this again,This product made my face dry,Yes,5 years ago,"Lemoore, CA",0,3,Daily Microfoliant,Dermalogica,3/27/23
Cleans without drying or tightening,Cleans without drying or tightening my skin. Can use it daily without any irritation to my sensitive skin.,No,3 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Gentle and Effective,I use this Microfoliant once a day to clear make up and debris from my pores. I have rosacea and sensitive skin that cannot tolerate other exfoliants. Dermalogica is gentle yet effective for me. I use after cleansing and it makes my skin look brighter and my pores tighter. It prepares my face for moisturizer and my make up goes on much more smoothly.,Yes,7 years ago,Texas,1,0,Daily Microfoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
It is great i love,It is great i love it,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I'm already on my third bottle,This cult favourite product has easily become my go to whenever my skin needs a little pick me up. I love the texture and it cleans my skin without stripping it. This product was gifted to me by dermalogica but it was already my favourite and now I've bought another bottle because I'm obsessed.,No,1 year ago,Chicago,0,0,Daily Microfoliant,Dermalogica,3/27/23
Excellent product!!,I use this product on my adult acne prone skin everyday and it did improve on my skin texture,Yes,6 years ago,Saint James,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love,I use this every morning and it has greatly improved the texture of my skin. A new must have.,No,4 years ago,MT,1,0,Daily Microfoliant,Dermalogica,3/27/23
Love it,Love it. Exfoliates without being harsh. Gives that great clean feeling. Improved my skin's texture. Not overly scented.,Yes,5 years ago,"Kenner, LA",0,0,Daily Microfoliant,Dermalogica,3/27/23
I've used this product for over two years,I love how clean and smooth it makes my face feel.,Yes,3 years ago,Pa,1,0,Daily Superfoliant,Dermalogica,3/27/23
Best cleanser!,Best cleanser for dry skin!,No,6 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I would buy this again,This product works better for me than the powder exfoliants. Easier to use and doesn't clump up if exposed to moisture like the powders do.,Yes,5 years ago,California,3,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Clean skin,Skin feel clean and smooth but not very drying feel. It's only my second time so I need more time to consider this to be my routine.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love everything except the scent,"First of all I wish other friends consider using this packaging for their masks! It's very easy and hygienic way to get the product. The mask texture feels quite rich so you don't need to apply a lot of product on your face. When I wash it of my skin feels very balanced and looks healthy. Unfortunately I'm not a fan of the smell, hence, a star off. I received this item for free for testing purposes the review and opinions are my own.",No,2 years ago,Seattle,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
i would use this product over any other.,"wash with cleanser first, rinse with water then apply microfoliant. only use about twice a week for a really deep cleanse it is my holy grail.",No,2 years ago,"murfreesboro, Tn",0,0,Daily Microfoliant,Dermalogica,3/27/23
20/10!!!,"New to dermalogica brand and have to say I'm loving it. I love that the exfoliation particles are so fine and scrub well without being too aggressive (and I'm a product junkie so I have a lot to compare this to). I'm so so happy with the effect of this product I had to write a review. Skin literally instantly feels tighter, looks brighter (& shinier), feels extremely soft, and I swear the pores just smooth out like magic. Seriously obsessed with this product! Highly recommend.",No,4 years ago,"Miramar, FL",1,0,Daily Microfoliant,Dermalogica,3/27/23
I will be adding this product to my skin regimen.,"Everything about this scrub is GREAT! No unpleasant smell, doesn't fall off my face so that a bit is wasted, and you only need a small amount for it to be effective.",Yes,5 years ago,"Atlanta, GA",1,0,Daily Superfoliant,Dermalogica,3/27/23
AMAZING,This product is amazing and I wish I had discovered it sooner! I use this most mornings or before applying makeup. It is cleansing without making my skin feel dry. Makeup application looks so much better after using this because of the light exfoliation. Highly recommend and I will definitely be repurchasing.,No,5 months ago,California,3,0,Daily Superfoliant,Dermalogica,3/27/23
"Have only been using for five days, like it so far.",I have only been using for five days. I like it so far and hopefully I can have a better comment after using it for a month.,Yes,5 years ago,Mechanicsburg,0,1,Daily Microfoliant,Dermalogica,3/27/23
A party for my face,I have normal-dry skin and this is seriously as refreshing as it gets. It is my favorite time of the day when I get to use this after my pre-cleanse wash. It is like silk mixed with clouds mixed with heaven on your face. I would highly recommend this to anyone with normal-dry skin!,No,4 years ago,"Cleveland, Ohio",0,0,Daily Superfoliant,Dermalogica,3/27/23
This scrub helped me a,This scrub helped me a lot to clean my skin with an excess of sebum.,No,1 year ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
For a deeper scrub,My esthetician uses this on me in tandem with a few other exfoliants if I've gone a long time without a facial. The warmth really helps release some of that dry skin and my skin always looks a tad dewier after she uses this compared to the lighter exfoliants.,No,7 years ago,"Oakland, CA, USA",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Great product,Heat activated when applied. Really works on removing deep cleaning my skin. Skin feels smooth afterwards.,Yes,8 years ago,"Lewisville, tx",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amazing Superfoliant,"I received this product free, by Influenster for purpose of testing and for an honest review. When I first tried this product as soon as I put it on my face I knew it was going to be a game changer. It's is so soft and after 3 weeks I had definitely seem some improvement to my skin. I will definitely be re-buying.",No,5 years ago,Norwich,0,0,Daily Superfoliant,Dermalogica,3/27/23
Pro Cleanser,"A gentle yet effective, professional grade cleanser safe for dry skin. I find many cleansers to be overly drying or harsh for aging skin. This cleanser provides a clean feeling on the face while protecting PH balance. I hadn't heard of the Intensive Moisture Cleanser before trying it, though I love all my Dermalogica skincare products. This cleanser us up-to-par for at-home and in-salon facials.",No,4 years ago,"New York, New York",0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazed !,"used the free sample and was amazed at how cream it is and my face automatically felt moisturizer I have been using the special cleaning gel ,and now that will become my shower gel and this new moisturizer cleaner will b for my face and neck .:)",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Soft smooth skin!,"Very gentle but effective exfoliant. I use about every other day and have good results with improved skin texture and no sensitivity issues. Skin feels really soft and refined, especially great for events and when your makeup needs to look flawless.",No,1 year ago,California,0,0,Daily Microfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Buy for dry skn,Moisturizing and perfect for cold climate,No,3 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,This makes my skin feel so soft and smooth! I love how well it exfoliates my skin while still being gentle enough for my sensitive skin. I use it 2 times a week and my skin has improved so much! I definitely recommend it!,No,1 year ago,Los Angeles,0,0,Daily Microfoliant,Dermalogica,3/27/23
Skin feels softer,Skin feels softer,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love love love!,I had a sample- loved it so much I bought the full size and I travel often and needed the TSA size and got that too! This works so well without being harsh. I use it last in the shower almost every day and it keeps my skin so soft and exfoliated. You just need a little so watch how fast it comes out!,Yes,4 years ago,Detroit MI,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for that extra buck,"This product is very good for all my guys and girls who have acne-prone skin. I had really bad acne on my face for a good year now, but once I bought this, my skin cleared up pretty quick. I only use this once a week and I've seen a big difference with the texture of my skin. Only Con about this is that it's pretty pricey for an exfoliant, but if you are looking to spend an extra buck, I would definitely recommend",No,4 years ago,"Seattle, WA",1,0,Daily Microfoliant,Dermalogica,3/27/23
Ingredients are pure. Provides a,Ingredients are pure. Provides a moisturizing finish in any climate.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I only use this a,"I only use this a couple times a week, but so far so good!",Yes,8 months ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Instant smoothness,"This has instantly become my favorite cleanser. It's gentle and mild yet effective. I love how smooth and soft becomes after using this cleanser. It is infused with great ingredients like salicylic acid, papaya enzyme and tea tree. It gives an instant smoothness and brighteness. Love it!",No,1 year ago,CT,0,0,Daily Microfoliant,Dermalogica,3/27/23
Good product,Good product,No,1 year ago,Undisclosed,0,1,Daily Superfoliant,Dermalogica,3/27/23
TRY IT!!,One of my favorite exfoliates..I combined this and the micro and the milk exfoliates and I couldn't be happier with my decision!,No,4 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I have used this for more than 10 years - THE BEST!,I received this product complimentary from Dermalogica but I have used this for years. Everyone I know who uses this product loves it. My skin is always soft after using this and there's no fragrance or abrasive texture. It's so wonderful and it's gentle enough that I use it daily. I have actually used this for more than 10 years. It's one of the best cleansers I've ever used on my skin.,No,1 year ago,"Phoenix, AZ",0,0,Daily Microfoliant,Dermalogica,3/27/23
Awesome mask,Excelent,Yes,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
love it,use the product about every three or four days. keeps my skin clean.,Yes,6 years ago,"Madison, WI",1,0,Daily Microfoliant,Dermalogica,3/27/23
This WORKS,"I am usually skeptical about this sort of product and if it is really going to work and if it is really worth the price tag as its sometimes hard to part with large amounts of money for skin products that don't always make a difference. Honestly though, I am extremely happy with my Dermalogica Daily Superfoliant. The improvement in the texture of my skin was instant, my skin is insanely smooth after using this! My face feels superb, clean and fresh. I wear a lot of makeup and my skin can often be left dry and flakey, this is the answer to that and gets rid of the flakiness with ease. I worry about my skin a lot with my makeup use but feel much better now, I'm not a real sufferer of spots and only have one or two occasionally but I haven't had a single outbreak since using this. I have recommended to my sister who suffers with acne and she is currently trying it and the results are great so far. I received this for free to review however I will be purchasing from now on when this bottle has run out and all my reviews are honest.",No,5 years ago,"Essex, UK",0,0,Daily Superfoliant,Dermalogica,3/27/23
"This is an exfoliant, so clean your face first","I loved this! I don't really have issues with blemishes but I do need a good exfoliating product or I notice that my face can look kinda dull or feel dry and scaly, especially in the winter, so this product has been amazing!! It's a little intimidating the first time you use it- you have to wash your face and make sure it's dry, then wet your hands and carefully pour it into one hand (it pours fast so pour slowly) and it does get messy), then rub your hands in a circular motion to make a paste. Once you've got a good consistency just rub it in with your fingers then rinse. I had some left over the first time so I just rubbed the rest on my hands and it helped slough off dry skin I'm prone to get during colder months. It's an expensive product but I would buy it again.",No,5 months ago,Tennessee,5,0,Daily Superfoliant,Dermalogica,3/27/23
Feels good!,"I never heard of this brand and I was skeptical to try it, but I did! I have sensitive skin and I didn't break out, this left my skin feeling soft and my face felt very exfoliated.",No,2 years ago,"Madison,Wi",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Game Changer,I decided to try this since I was going to use an age smart moisturizer and my mind is blown. I has helped my skin tremendously! Never living without it again.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love it,"I love this Daily Microfoliant! I use it in the morning every day. It feels very gentle to my skin while using it. MY dirt and greasiness were able to come off just the right amount and didn't dry of my skin. After using it, my skin feels extra smooth and soft. I can see my pore become smaller and when I apply my makeup, it felt so much easier and less layer is needed. My skin definitely felt brighter after use and it was very glowy looking. I definitely am comfortable using this every day to achieve my skin goal.",No,1 year ago,CA,0,0,Daily Microfoliant,Dermalogica,3/27/23
Improves Skin,"Whenever I have gone for a facial, since using this product, I am told, ""actually, your skin is really not bad at all"". Prior to, I was told my skin was ""dry"", ""flaky"" or I ""need to exfoliate more often"". I love most of Dermalogica's products and this is one of my favourites. I even have my brother in law using it! If you met my brother in law, you would understand how that's a miracle.",No,5 years ago,Texas,1,1,Daily Superfoliant,Dermalogica,3/27/23
My skin is so soft,I have really dry skin and this made my skin super soft! It's not really rough or harsh on your skin like a regular exfoliant. I can't stop touching my face!,No,11 months ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Good for normal skin,"This was a little harsh for my sensitive skin but if you have more normal skin, this is a great exfoliant.",No,4 years ago,NJ,1,0,Daily Superfoliant,Dermalogica,3/27/23
I was very disappointed dermalogica,I was very disappointed dermalogica intensive moisture cleanser. I expected the no fragarence Ultracalming Cleanser-non foaming for sensitive skin. I thought this was its replacement. I cannot use it.,Yes,2 years ago,Undisclosed,1,4,Daily Superfoliant,Dermalogica,3/27/23
refreshed,this product helps keep my face fresh and clean. I highly recommend it to anyone whom wants a younger and more radiant skin.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,Love it,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Clean without drying.,Cleanses skin without causing dryness or redness. Easily removes residual makeup.,No,2 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Will buy again.,Works well on my acne prone skin. Feels clean after using.,Yes,7 years ago,"Napa, CA",0,1,Daily Microfoliant,Dermalogica,3/27/23
I love this so much!,This is an amazing hydrating mask and the texture and smell are the cherries on top!,No,2 years ago,Reno,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
My 2020 fav purchase,"Love this product, use it day and night.",Yes,3 years ago,"Frederick, MD",0,0,Daily Superfoliant,Dermalogica,3/27/23
This is a great product and my skin feels way better than be,This is a great product and my skin feels way better than before! The smell is very light and the texture is light and very smooth. Highly recommend this to anyone. No issues when applying the makeup either.,No,1 year ago,TX,0,0,Daily Microfoliant,Dermalogica,3/27/23
I love this product and would buy it again,I love this product! I received a facial at an Ulta store and the facial gal turned me onto this product over 2 yrs ago and I have been using it ever since. It is an extremely finely ground product which scrubs your face but does not leave it dry.,Yes,2 years ago,CA,0,0,Daily Superfoliant,Dermalogica,3/27/23
Very gentle,This scrub was very gentle but did a wonderful job. My face was smooth with no irritation.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for textured skin,I have acne prone and textured skin. But after using this my skin felt so soft and smooth. My make up applies so much better now too. I will mostly likely use it every other day since my skin is sensitive also but it does the job right away. Love it.,Yes,5 years ago,"Queens, New York",0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,This is the best exfoliant that I have tried! It cleans my skin super effectively and quick. I really like the idea that it doesnt only removes the dead skin but also any pollution that the environment left on my skin. I love that it has tiny granules instead of chunky ones as I can actually feel that it gets to every area of my face without agressively touching it. I would definiately recomment to everyone as a part of skin care routine x,No,5 years ago,"Portsmouth, UK",0,0,Daily Superfoliant,Dermalogica,3/27/23
Make skin feel smooth.,Use every other day to get rid of dead skin.,Yes,4 years ago,"Port Angeles, WA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Love it,I scrub it on in the shower after I wash/condition hair. I leave it on while I finish everything else and rinse right before I get out.,Yes,3 years ago,So Cal,3,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Great dry skin,I have tried a lot of Derma's products and at first I was a little put off by the new cleanser because I wasn't sure if I liked the smell but now I can say it has really grown on me. It is very gently and leaves my skin feeling refreshed and moisturized. When I want a little more of a deeper scrub I mix it with the Skin Prep Scrub which pairs perfectly.,No,4 years ago,California,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great cleanser for the winter,Great cleanser for the winter time when my skin gets dried out.,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
This product works,,Yes,4 years ago,"Columbia, SC",0,0,Daily Microfoliant,Dermalogica,3/27/23
