Review_Title,Review_Text,Review_Location,Product,Length,Word_count,mean_word_length,score,sentiment
Its so gentle and love the exfoliation,"['like', 'make', 'face', 'feel', 'bring', 'acn', 'surfac', 'within', 'first', 'coupl', 'use', 'im', 'guess', 'exfoli', 'give', 'nice', 'glow']","Philadelphia, PA",Daily Microfoliant,172,35,3.942857142857143,0.6486,1
"I finally found the most amazing ""scrub""!","['add', 'small', 'amount', 'usual', 'face', 'wash', 'liquid', 'scrub', 'face', 'combin', 'clean', 'beauti', 'leav', 'skin', 'smooth', 'silki']",PA,Daily Microfoliant,141,25,4.68,0.4019,1
Best Microfoliant Ever,"['recent', 'discov', 'product', 'howev', 'use', 'dermalogica', 'mani', 'year', 'anoth', 'stabl', 'add', 'list', 'make', 'face', 'feel', 'smooth', 'clean', 'use', 'everi', 'day', 'last', 'week', 'notic', 'skin', 'seem', 'clear', 'beauti']","Columbus, Ohio",Daily Microfoliant,280,52,4.403846153846154,0.6486,1
Must buy.,"['incred', 'sensit', 'skin', 'hard', 'find', 'product', 'irrit', 'tri', 'hook', 'first', 'time', 'use', 'made', 'dri', 'skin', 'smooth', 'first', 'time', 'irrit', 'skin', 'also', 'made', 'look', 'feel', 'younger', 'almost', 'instantli', 'gentl', 'enough', 'daili', 'use', 'dri', 'sinc', 'exfoli', 'sure', 'use', 'moistur', 'use', 'recommend', 'enough', 'answer', 'skin', 'look']",Kentucky,Daily Microfoliant,490,92,4.336956521739131,0.5267,1
Love this!,"['usual', 'like', 'spend', 'lot', 'money', 'product', 'daili', 'microfoli', 'must', 'coupl', 'sampl', 'spa', 'start', 'use', 'week', 'definit', 'help', 'clear', 'acn', 'adult', 'acn', 'tri', 'bunch', 'stuff', 'seem', 'job', 'ran', 'sampl', 'went', 'ulta', 'buy', 'bottl', 'also', 'use', 'dermalogica', 'precleans', 'combin', 'two', 'definit', 'improv', 'skin']","Lancaster, PA",Daily Microfoliant,459,93,3.946236559139785,0.7783,1
Daily exfoliant,"['work', 'great', '3', '4x', 'use', 'pimpl', 'went', 'complet', 'skin', 'soft', 'dark', 'mark', 'slightli', 'fade', 'past', 'acn', 'harsh', 'exfoli', 'definit', 'job', '2nd', 'time', 'purchas']","Modesto,Ca",Daily Microfoliant,239,45,4.333333333333333,0.296,1
Best exfoliator I've ever used,"['ringer', 'look', 'daili', 'exfoli', 'dri', 'skin', 'put', 'work', 'far', 'probabl', 'favorit', 'skin', 'product', 'use', 'tie', 'sensit', 'water', 'gel', 'got', 'sampl', 'well', 'calm', 'cleanser', 'best', 'skin', 'sinc', 'earli', '20', 'ran', 'continu', 'cleanser', 'think', 'real', 'heavi', 'hitter', 'kid', 'say', 'use', 'mani', 'exfoli', 'think', 'one', 'could', 'caus', 'drastic', 'chang', 'skin', 'within', 'week', 'skin', 'went', 'back', 'dri', 'huge', 'pore', 'look', 'tire', 'get', 'smatter', 'breakout', 'realli', 'bit', 'invest', 'sooooooo', 'worth']","Beverly Hills, FL",Daily Microfoliant,753,151,3.993377483443709,0.8957,1
Great product,"['need', 'exfoli', 'daili', 'use', 'consult', 'knowledg', 'person']",New Braunfels,Daily Microfoliant,76,10,6.7,0.0,0
*,[],"Wilmington, De",Daily Microfoliant,1,1,1.0,0.0,0
Yes,['great'],La,Daily Microfoliant,5,1,5.0,0.6249,1
love this -hate that I stopped using -will never stop again,"['love', 'use', 'year', 'ago', 'stop', 'never', 'quit']","Garland,Texas",Daily Microfoliant,55,11,4.090909090909091,0.4588,1
Okay,"['need', 'someth', 'expens', 'would', 'exfoli', 'mix', 'mario', 'b', 'product', 'wash', 'face', 'remov', 'makeup', 'help', 'minim', 'pore']",Illinois,Daily Microfoliant,168,31,4.451612903225806,0.4019,1
Broke me out,"['acn', 'prone', 'skin', 'kept', 'bay', '6', '7', 'year', 'thank', 'clean', 'clear', 'morn', 'burst', 'daili', 'exfoli', 'howev', 'last', 'june', '2017', 'told', 'stop', 'use', 'incred', 'dri', 'age', 'even', 'though', 'look', '21', '29', 'took', 'person', 'word', 'switch', 'recommend', 'dermalogica', 'within', '3', 'week', 'use', 'product', 'face', 'broke', 'bad', 'struggl', 'clear', 'sinc', 'earli', 'novemb', '2017', 'final', 'took', 'back', 'everyth', 'own', 'dermalogica', 'switch', 'back', 'c', 'c', 'morn', 'burst', '3', 'month', 'later', 'final', 'almost', 'clear', 'never', 'ever', 'recommend', 'brand', 'use', 'understand', 'everyon', 'skin', 'differ', 'someth', 'expens', 'turn', 'face', 'mountain', 'rang', 'ridicul']",Minnesota,Daily Microfoliant,784,142,4.528169014084507,0.8176,1
I would buy this product again and again,"['use', 'precleans', 'cleans', 'sinc', 'start', 'use', 'skin', 'clearest', 'long', 'time']","Salisbury, MD",Daily Microfoliant,134,28,3.8214285714285716,0.0,0
I love this product!,"['reccomend', 'dermalogica', 'rep', 'sensit', 'age', 'skin', 'need', 'exfoli', 'would', 'gentl', 'effect']",Atlanta,Daily Microfoliant,147,26,4.6923076923076925,0.0,0
I found my facial product!,"['love', 'product', 'leav', 'face', 'smooth', 'fresh']","Chicago, IL",Daily Microfoliant,59,11,4.454545454545454,0.7579,1
This is life changing!!,"['alway', 'oili', 'skin', 'zone', 'worst', 'would', 'constantli', 'fight', 'random', 'pimpl', 'product', 'would', 'dri', 'creat', 'endless', 'cycl', 'though', 'amaz', 'use', 'everi', 'night', 'bed', 'make', 'face', 'instantli', 'soft', 'stay', 'soft', 'night', 'use', 'week', 'even', 'skin', 'complexion', 'littl', 'product', 'goe', 'long', 'way', 'worth', 'everi', 'penni', 'recommend', 'everyon', 'deffenitli', 'worth', 'tri']",Pittsburgh,Daily Microfoliant,474,89,4.337078651685394,-0.34,0
essential in my daily routine,"['sensit', 'skin', 'dri', 'break', 'prone', 'feel', 'product', 'gentl', 'exfoli', 'use', 'daili', 'without', 'irrit']","Manhattan, KS",Daily Microfoliant,134,24,4.625,0.0,0
THE PERFECT RICE BASED CLEANSER/EXFOLIANT!,"['look', 'rice', 'base', 'exfoli', 'cleanser', 'ever', 'sinc', 'tri', 'tatcha', 'enzym', 'rice', 'cleanser', 'also', 'like', 'gentl', 'gritti', 'cleanser', 'came', 'across', 'one', 'ulta', 'one', 'day', 'actual', 'like', 'one', 'much', 'tatcha', 'one', 'ingredi', 'cours', 'price', 'typic', 'use', 'everi', 'day', 'like', 'everi', 'day', 'everi', 'two', 'day', 'improv', 'complexion', 'skin', 'red', 'anymor', 'gentli', 'exfoli', 'help', 'oili', 'skin', 'textur', 'brighten', 'face', 'use', 'abras', 'scrub', 'long', 'time', 'sinc', 'start', 'use', 'recommend', 'anyon', 'sensit', 'skin', 'skin', 'type', 'realli', 'would', 'like', 'use', 'scrub', 'time', 'week', 'help', 'skin', 'textur', 'acn', 'issu']","Atlanta, GA",Daily Microfoliant,780,143,4.461538461538462,0.9571,1
"Have only been using for five days, like it so far.","['use', 'five', 'day', 'like', 'far', 'hope', 'better', 'comment', 'use', 'month']",Mechanicsburg,Daily Microfoliant,124,27,3.6296296296296298,0.8074,1
Love the feel of my skin after using this product.,"['use', 'night', 'exfoli']",Pa,Daily Microfoliant,26,5,4.4,0.0,0
Loved this!,"['use', 'littl', 'bit', 'water', 'scrub', 'face', 'neck']",Reno NV,Daily Microfoliant,61,14,3.4285714285714284,0.0,0
One word: AMAZING!,"['use', 'think', 'daili', 'exfoli', 'best', 'tri', 'product', 'blown', 'away', 'skin', 'improv', 'much', 'month', 'use', 'skin', 'soft', 'use', 'everi', 'morn', 'gentli', 'clear', 'away', 'dead', 'skin', 'leav', 'face', 'brighter', 'softer', 'soft', 'last', 'love', 'product', 'much', 'recommend', 'enough']",Northern Virginia,Daily Microfoliant,373,74,4.054054054054054,0.8957,1
Never use anything else again!,"['product', 'realli', 'clean', 'skin', 'help', 'acn', 'help', 'control', 'oili', 'skin']",Liz,Daily Microfoliant,84,15,4.666666666666667,0.7964,1
Leaves my shin so soft,"['clear', 'pore', 'left', 'glow', 'skin', 'feel', 'soft']",Mississippi,Daily Microfoliant,59,12,4.0,0.3818,1
Love this product!,"['great', 'item', 'makeup', 'alway', 'look', 'better', 'use']",Brawley CA,Daily Microfoliant,62,11,4.7272727272727275,0.7906,1
Best skin care ever,['love'],Florida,Daily Microfoliant,7,2,3.0,0.6369,1
My go to exfoliant,"['use', 'exfoli', 'everi', 'morn', 'acn', 'prone', 'combin', 'oili', 'skin', 'help', 'lighten', 'acn', 'scar', 'help', 'even', 'skin', 'tone', 'textur', 'make', 'sure', 'add', 'enough', 'water', 'powder', 'exfoli', 'dri', 'irrit', 'skin']","Louisville, KY",Daily Microfoliant,271,50,4.44,0.7717,1
Evens Skin Tone But More Small Breakouts,"['use', 'product', 'almost', 'week', 'tell', 'skin', 'tone', 'clear', 'problem', 'product', 'break', 'normal', 'appli', 'spot', 'treatment', 'skin', 'night']","Oshkosh, WI",Daily Microfoliant,251,52,3.8461538461538463,-0.0258,0
Great gentle exfoliating product,"['great', 'product']",Palm beach Florida,Daily Microfoliant,13,2,6.0,0.6249,1
i cannot get pass the smell,"['stink', 'messi', 'also', 'seen', 'differ', 'skin']",nj,Daily Microfoliant,74,15,4.0,-0.4019,0
I would buy again,"['like', 'mix', 'daili', 'face', 'wash']","Mesa, AZ",Daily Microfoliant,45,11,3.1818181818181817,0.3612,1
"Great product, just what I was looking for.","['use', 'ehi', '2x', 'week', 'great', 'age', 'skin', 'remov', 'old', 'cell', 'new', 'one', 'shine', 'thru']","Bunnell, FL",Daily Microfoliant,98,21,3.7142857142857144,0.6249,1
My face it's glowing !!!,"['skin', 'look', 'even', 'feel', 'fresh']",Willington ct,Daily Microfoliant,32,7,3.7142857142857144,0.3182,1
Amazing Exfoliating Scrub!,"['start', 'use', 'product', 'year', 'ago', 'make', 'day', 'without', 'super', 'exfoli', 'gentl', 'enough', 'everyday', 'use', 'complet', 'refresh', 'skin', 'horribl', 'hyper', 'pigment', 'discolor', 'around', 'mouth', 'chin', 'ton', 'ruptur', 'capillari', 'upper', 'cheek', 'realli', 'help', 'eas', 'problem', 'area', 'make', 'skin', 'softer', 'abl', 'hold', 'good', 'moistur']",Crest Hill Illinois,Daily Microfoliant,425,76,4.605263157894737,-0.0634,0
Great addition to my skin care routine,"['gentl', 'exfoli', 'great', 'everyday', 'use']","Twin Falls, Idaho",Daily Microfoliant,50,8,5.375,0.6249,1
It's the only thing my face likes 😊,"['facial', 'scrub', 'skin', 'accept', 'skin', 'realiz', 'natur', 'ingredi', 'use', 'natur', 'accept', 'cleanser', 'tri', 'natur', 'product', 'never', 'consist', 'skin', 'clariti', 'like', 'dermalogica', 'given']",Vallejo,Daily Microfoliant,261,45,4.822222222222222,0.7717,1
Great Exfoliate,"['love', 'product', 'work', 'well', 'sensit', 'skin', 'help', 'get', 'yuck', 'away']",Houston Tx,Daily Microfoliant,81,15,4.466666666666667,0.8402,1
Perfect texture & immediate results,"['never', 'tri', 'product', 'quit', 'like', 'one', 'exfoli', 'come', 'form', 'powder', 'meant', 'mix', 'water', 'form', 'past', 'exfoli', 'skin', 'exfoli', 'bit', 'small', 'mild', 'product', 'actual', 'perfect', 'textur', 'harsh', 'harsh', 'enough', 'skin', 'feel', 'shockingli', 'smooth', 'usag', 'love', 'result', 'basic', 'immedi', 'realli', 'improv', 'acn', 'overal', 'textur', 'skin']","Blacksburg, VA",Daily Microfoliant,497,92,4.413043478260869,0.6808,1
"Loved it, purchased the big size","['bought', 'trial', 'size', 'first', 'help', 'diminish', 'clog', 'pore', 'black', 'head', 'nose', 'help', 'improv', 'textur', 'overal', 'happi', 'licoric', 'oatmeal', 'rice', 'powder', 'help', 'uneven', 'skin', 'tone', 'gentl', 'leav', 'skin', 'smooth', 'clearer', 'without', 'abras', 'love', 'ingredi', 'use', 'everi', 'night', 'remov', 'makeup', 'face', 'wipe', 'wash', 'face', 'appli', 'wet', 'past', 'wet', 'face', 'circular', 'motion', 'one', 'minut', 'allow', 'dri', 'leav', 'face', '3', '4', 'minut', 'quicki', 'mask', 'whiten', 'rins', 'continu', 'pm', 'routin', 'dri', 'skin', 'use', 'almost', '2', 'week', 'see', 'much', 'improv', 'less', 'notic', 'black', 'head', 'tighter', 'pore', 'nose', 'happi', 'microfoli']",Texas,Daily Microfoliant,773,146,4.301369863013699,0.684,1
A bottle of dissapointment,"['excit', 'use', 'product', 'want', 'long', 'mom', 'ask', 'like', 'birthday', 'surpris', 'sad', 'gift', 'skin', 'combin', 'oili', 'sure', 'oili', 'side', 'skin', 'look', 'pretti', 'darn', 'good', 'winter', 'brought', 'textur', 'patchi', 'hope', 'correct', 'saw', 'mani', 'youtub', 'makeup', 'artist', 'say', 'help', 'sold', 'thing', 'chang', 'skincar', 'makeup', 'routin', 'product', 'entir', 'face', 'one', 'entir', 'rough', 'patch', 'skin', 'flake', 'makeup', 'appli', 'face', 'one', 'use', 'look', 'terribl', 'dri', 'flaki', 'hurt', 'smile', 'even', 'dilut', 'pretti', 'well', 'water', 'harsh', 'scrub', 'exfoli', 'heartbroken', 'love', 'mother', 'wast', 'money', 'also', 'face', 'look', 'worst', 'birthday', 'event']","Redmond, Oregon",Daily Microfoliant,896,167,4.37125748502994,0.6705,1
Amazing,"['recommend', 'product', 'best', 'buy', 'ever']",Dallas Tx,Daily Microfoliant,63,12,4.333333333333333,0.7717,1
I LOVE,"['heard', 'product', 'knew', 'need', 'tri', 'notic', 'immedi', 'result', 'next', 'day', 'tri', 'use', 'everi', 'night', 'along', 'clarison', 'morn', 'toner', 'moistur', 'scar', 'skin', 'bad', 'cystic', 'acn', 'grow', 'still', 'bad', 'breakout', 'age', '20', 'debat', 'microdermabras', 'sort', 'peel', 'fear', 'sensit', 'skin', 'could', 'potenti', 'damag', 'notic', 'face', 'smooth', 'larg', 'pore', 'get', 'less', 'notic', '10', '10', 'worth', 'money']","Tallahassee, FL",Daily Microfoliant,543,101,4.3861386138613865,-0.8519,0
Effective exfoliant,"['exfoli', 'recommend', 'dermalogica', 'repres', 'look', 'gentl', 'exfoli', 'age', 'skin', 'would', 'improv', 'overal', 'textur', 'without', 'dri', 'gentl', 'enough', 'daili', 'use', 'realli', 'smooth', 'skin', 'textur']",Georgia,Daily Microfoliant,258,43,5.023255813953488,0.3612,1
I won't buy this product again.,"['mind', 'pay', 'littl', 'extra', 'product', 'work', 'product', 'afraid', 'one', 'product', 'feel', 'dermalogica', 'brand', 'better', 'depart', 'store', 'nation', 'store', 'unfortun', 'wast', 'money', 'wow', 'use', 'name', 'store', 'review']",Colorado,Daily Microfoliant,308,54,4.722222222222222,0.743,1
AMAZING,"['realli', 'love', 'product', 'mani', 'woman', 'store', 'recommend', 'thank', 'listen', 'incred']",Bloomington,Daily Microfoliant,128,24,4.375,0.8481,1
Dermalogica Lover,"['product', 'well', 'worth', 'money', 'purchas', 'august', 'use', 'daili', 'still', 'product', 'left', 'almost', 'februari', 'skin', 'best', 'definit', 'stapl', 'mine']","Marietta, Ga",Daily Microfoliant,202,40,4.075,0.7867,1
WOW on my fragile older sking!,"['receiv', 'sampl', 'dermalogica', 'christma', 'went', 'ulta', 'buy', 'bigger', 'sampl', 'tri', 'line', 'exactli', 'combin', 'fragil', 'age', 'skin', 'need', 'milki', 'truli', 'daili', 'use', 'made', 'notic', 'differ', 'skin', 'textur', 'overal', 'feel', 'buy', 'full', 'size', 'doubl', 'cleans', 'precleans', 'product', 'daili', 'routin']",Denver Co,Daily Microfoliant,380,67,4.686567164179104,0.0,0
One of my favorite things!,"['con', 'product', 'use', 'long', 'rememb', 'start', 'use', 'clarison', 'mia', 'work', 'fantast', 'love', 'leav', 'skin']","Lancaster, Ca",Daily Microfoliant,168,34,3.9705882352941178,0.4588,1
Great for all skin types,"['first', 'tri', 'sampl', 'got', 'love', 'recommend', 'sensit', 'skin', 'work', 'great']","Denver, Co",Daily Microfoliant,116,25,3.68,0.8957,1
I LOVE this product.,"['bought', 'trial', 'size', 'never', 'use', 'product', 'love', 'microfoli']",Chattanooga TN,Daily Microfoliant,100,19,4.315789473684211,-0.5216,0
I would defiantly buy this product again,"['product', 'powder', 'u', 'get', 'hand', 'wet', 'tap', 'littl', 'product', 'hand', 'rub', 'togeth', 'make', 'past', 'rub', 'face']",Kenosha wi,Daily Microfoliant,140,31,3.5483870967741935,0.7506,1
I use it every night! Has helped with acne issues too!,"['start', 'use', 'recommend', 'carla', 'local', 'skin', 'care', 'specialist', 'ulta', 'absolut', 'love', 'use', 'nightli', 'year', 'result', 'amaz', 'acn', 'issu', 'uneven', 'skin', 'tone']",AZ,Daily Microfoliant,231,42,4.523809523809524,0.872,1
Travel Necessity for Good Skin,"['turn', 'product', 'research', 'improv', 'make', 'applic', 'textur', 'skin', 'bought', 'promo', 'set', 'holiday', 'includ', 'activ', 'moist', 'cream', 'hook', 'yield', 'expect', 'result', 'clean', 'smooth', 'skin', 'sinc', 'travel', 'size', 'plu', 'compromis', 'road', 'use', 'everyday', 'use', 'separ', 'soap', 'cleanser', 'skin', 'clean', 'yet', 'dri', 'good', 'bought', 'backup', 'full', 'size', 'elsewher', 'sinc', 'price', 'point', 'outrag', 'highli', 'recommend', 'matur', 'skin', 'mainten']","RTP, NC",Daily Microfoliant,586,107,4.485981308411215,0.91,1
"""Cure"" is a strong word, but...","['product', 'unbeliev', 'year', 'struggl', 'acn', 'take', 'antibiot', 'use', 'harsh', 'topic', 'even', 'undergo', 'round', 'accutan', 'seem', 'like', 'absolut', 'noth', 'go', 'clear', 'skin', 'forehead', 'greasi', 'bumpi', 'thing', 'quit', 'blackhead', 'white', 'head', 'cheek', 'jaw', 'dri', 'develop', 'deeper', 'bigger', 'zit', 'gave', 'dermatologist', 'help', 'walk', 'ulta', 'within', '2', 'minut', 'dermalogica', 'rep', 'look', 'skin', 'recommend', 'product', 'skeptic', 'someth', 'seem', 'gentl', 'could', 'anyth', 'told', 'start', 'use', 'everi', 'day', 'everi', 'two', 'day', 'could', 'potenti', 'increas', 'everi', 'day', 'use', 'well', 'done', 'serious', 'skin', 'never', 'brighter', 'smoother', 'clearer', 'softer', 'etc', 'stuff', 'littl', 'pricey', 'miracl', 'could', 'pleas', 'purchas']",Illinois,Daily Microfoliant,948,165,4.751515151515152,0.6269,1
Wow it rivals Tatcha,"['biught', 'daughter', 'use', 'morn', 'routin', 'right', 'cleans', 'mix', 'love']",Calexico Ca,Daily Microfoliant,125,25,4.04,0.6369,1
Awesome stuff!,"['super', 'easi', 'use', 'put', 'moist', 'hand', 'rub', 'palm', 'appli', 'face', 'leav', 'face', 'feel', 'fresh', 'dewi', 'soft', 'realli', 'like', 'product', 'also', 'like', 'scent']","Buford, GA",Daily Microfoliant,227,46,3.9565217391304346,0.9246,1
Made my Milia worse,"['everi', 'time', 'use', 'gave', 'bump', 'irrit', 'skin', 'even']","Los Angeles, CA",Daily Microfoliant,73,15,3.933333333333333,0.0,0
Great product,"['product', 'oatmeal', 'type', 'smell', 'enjoy', 'abit', 'messi', 'start', 'powder', 'add', 'water', 'mix', 'past', 'gentl', 'exfoli', 'alway', 'leav', 'skin', 'feel', 'clean', 'smooth', 'use', 'daili', 'probabl', 'sensit', 'skin']",Dublin Ohio,Daily Microfoliant,278,52,4.365384615384615,0.7096,1
Love this product!,"['bought', 'product', 'hope', 'would', 'remov', 'blackhead', 'nose', 'love', 'much', 'bought', 'one', 'sister', 'christma', 'text', 'yesterday', 'tell', 'much', 'love', 'product', 'also', 'said', 'left', 'skin', 'glow', 'agre']","Tampa, FL",Daily Microfoliant,279,57,3.912280701754386,0.9062,1
"Great for acne, but dried out skin with daily use","['use', 'small', 'breakout', 'work', 'better', 'thing', 'tri', 'clear', 'skin', 'howev', 'tend', 'use', 'two', 'day', 'one', 'day', 'schedul', 'sinc', 'use', 'daili', 'dri', 'skin', 'much', 'found', 'much', 'benefit', 'compar', 'cleanser', 'prevent', 'breakout', 'use', 'spot', 'start', 'pop', 'sinc', 'kind', 'expens']","Lansing, MI",Daily Microfoliant,394,76,4.197368421052632,0.9001,1
Favorite gentle exfoliant.,"['use', 'everi', 'day', 'skin', 'feel', 'great', 'clear', 'break', 'out']",Azusa,Daily Microfoliant,74,15,4.0,0.7717,1
Best face wash ever!,['must'],Boardman ohio,Daily Microfoliant,21,5,3.4,0.0,0
"I bought this product, then bought it again!","['use', 'product', 'daili', 'morn', 'routin', 'gentl', 'use', 'daili', 'unlik', 'exfoli', 'leav', 'face', 'feel', 'smooth', 'fresh', 'surpris', 'effect', 'product', 'use', 'dermalogica', 'product', 'work', 'well', 'acn', 'prone', 'skin']","St. Louis, MO",Daily Microfoliant,291,53,4.509433962264151,0.5267,1
I like it!,"['use', 'probabl', 'everi', 'day', 'think', 'work', 'great', 'easi', 'use']","Toledo, OH",Daily Microfoliant,77,17,3.588235294117647,0.6249,1
2Thumbs Up,"['product', 'work', 'great', 'exfoli', 'blend', 'darker', 'area', 'skin', 'great', 'toner', 'powder', 'like', 'form']","Shreveport, LA",Daily Microfoliant,117,20,4.9,0.8934,1
Have used for years,"['love', 'exfoli', 'scrub', 'gentl', 'everyday', 'use', 'need']","San Juan Capistrano, CA",Daily Microfoliant,70,12,4.916666666666667,0.6369,1
Love it,"['love', 'exfoli', 'without', 'harsh', 'give', 'great', 'clean', 'feel', 'improv', 'skin', 'textur', 'overli', 'scent']","Kenner, LA",Daily Microfoliant,120,18,5.722222222222222,0.7195,1
Great daily exfoliant,"['rosacea', 'difficult', 'find', 'exfoli', 'irrit', 'skin', 'told', 'employe', 'tri', 'scrub', 'face', 'much', 'want', 'irrit', 'rice', 'powder', 'gentl', 'make', 'skin', 'soft', 'smooth', 'use', 'shower', 'cleans', 'face']",Evansville IN,Daily Microfoliant,313,65,3.830769230769231,-0.296,0
Recommended for sure,"['love', 'make', 'skin', 'feel', 'perfectli', 'balanc']","TERRA ALTA, WV",Daily Microfoliant,52,9,4.888888888888889,0.6369,1
love this!,"['love', 'much', 'holi', 'grail']",ky,Daily Microfoliant,34,8,3.375,0.6369,1
love this!,"['love', 'much', 'holi', 'grail']",ky,Daily Microfoliant,34,8,3.375,0.6369,1
I love this product.,"['add', 'cleanser', 'wonder', 'job', 'remov', 'flake', 'allow', 'moistur', 'work', 'better']","Mesa, AZ",Daily Microfoliant,103,19,4.473684210526316,0.5859,1
LOVE!,"['bought', 'travel', 'size', 'version', 'product', 'use', 'facial', 'sensit', 'skin', 'love', 'gentl', 'enough', 'use', 'daili', 'like', 'mix', 'bit', 'facial', 'cleanser', 'use', 'way', 'work', 'well', 'skin', 'feel', 'soft', 'afterward', 'without', 'red', 'irrit', 'experienc', 'facial', 'exfoli', 'product', 'tri', 'budget', 'buyer', 'item', 'definit', 'splurg', 'happi', 'say', 'one']","Long Island, NY",Daily Microfoliant,527,103,4.12621359223301,0.8316,1
MUST HAVE!,"['introduc', 'facial', 'use', 'ever', 'sinc', 'everi', 'day', 'shower', 'skin', 'never', 'look', 'better']","Burlington, Vermont",Daily Microfoliant,134,26,4.1923076923076925,-0.3412,0
Feels amazing,"['skin', 'feel', 'amaz', 'use', 'si', 'law', 'esthetician', 'recommend', 'dri', 'irrit', 'skin', 'get', 'good', 'exfoli', 'without', 'cheek', 'turn', 'red', 'flare', 'gentl', 'effect', 'leav', 'skin', 'soft', 'toom']","Rocky Face, GA",Daily Microfoliant,233,42,4.571428571428571,0.6597,1
Love this product,"['fist', 'wash', 'ypur', 'face', 'use', 'skin', 'soft', 'smooth', 'readi', 'makeup', 'seen', 'nikka', 'joy', 'tube', 'say', 'much', 'love', 'product', 'seen', 'sampl', 'size', 'want', 'give', 'tri', 'love', 'product']",Lexington KY,Daily Microfoliant,234,50,3.7,0.926,1
Best Daily Exfoliate Ever,"['love', 'dermalogica', 'product', 'alway', 'great', 'result', 'wish', 'could', 'get', 'often', 'one', 'incom', 'famili', 'budget', 'get', 'one', 'two', 'time', 'worth', 'though', 'super', 'concentr', 'littl', 'goe', 'long', 'way', 'mind', 'spend', 'money', 'product']","Fairhope, AL",Daily Microfoliant,317,62,4.129032258064516,0.9501,1
I still have not decided yet,"['okay', 'still', 'sure', 'like', 'product', 'initi', 'use', 'precleans', 'special', 'cleanser', 'ad', 'extra', 'step', 'sure', 'one', 'caus', 'extra', 'breakout', 'facial', 'specialist', 'mention', 'use', 'daili', 'even', 'arm', 'improv', 'tone', 'hope', 'skin', 'get', 'use', 'new', 'line', 'gener', 'still', 'use', 'daili', 'everi', 'day', 'realli', 'make', 'skin', 'super', 'soft', 'clean']","Okc, ok",Daily Microfoliant,471,95,3.968421052631579,0.9595,1
LOVE IT! Not too harsh on your skin!,"['easi', 'use', 'work', 'great', 'glad', 'ulta', 'employe', 'recommend', 'us', 'daughter', 'semi', 'acn', 'prone', 'skin', 'work', 'great', 'need', 'occasion', 'scrub', 'work', 'perfect']","Central Valley, CA",Daily Microfoliant,186,33,4.666666666666667,0.9545,1
In love,"['best', 'smell', 'perfum', 'like', 'artifici', 'smell', 'though', 'product', 'make', 'skin', 'feel', 'refresh', 'new', 'truli', 'break', 'away', 'small', 'dead', 'skin', 'cell', 'without', 'dri', 'skin', 'dri', 'skin', 'product', 'tend', 'dri', 'product', 'use', 'product', 'almost', 'everyday', 'least', 'everi', 'day']","Noblesville, IN",Daily Microfoliant,346,65,4.338461538461538,0.34,1
Absolutely in LOVE!!!!,"['acn', 'prone', 'sensit', 'skin', 'use', 'product', 'sinc', 'came', 'market', 'notic', 'mark', 'improv', 'aspect', 'skin', 'appear']",Bakersfield,Daily Microfoliant,179,33,4.454545454545454,0.0,0
Absolutely,"['best', 'cleans', 'grain', 'ever']","Kennewick, Washington",Daily Microfoliant,30,5,5.2,0.6369,1
Effective with great results!,"['combin', 'skin', 'tri', 'first', 'time', 'remov', 'blackhead', 'left', 'skin', 'clean', 'without', 'breakout', 'problem', 'lil', 'messi', 'effect', 'product', 'great', 'result', 'total', 'fine']","Nashville, TN",Daily Microfoliant,249,47,4.319148936170213,0.8707,1
Love this stuff!,"['great', 'product', 'receiv', 'sampl', 'gift', 'store', 'alreadi', 'bought', 'twice', 'sinc', 'one', 'product', 'creat', 'result', 'everi', 'time', 'resurfac', 'skin', 'leav', 'perfect', 'condit', 'cleanser', 'make', 'could', 'tell', 'differ', 'condit', 'skin', 'within', 'day', 'love']","Birmingham, Al",Daily Microfoliant,342,65,4.276923076923077,0.9423,1
Amazing,"['got', 'see', 'recommend', 'nikkia', 'joy', 'oili', 'skin', 'last', 'piec', 'ad', 'skin', 'routin', 'work', 'result', 'amaz', 'acn', 'flare', 'sinc', 'began', 'use', 'daili']","Arcata, CA",Daily Microfoliant,226,44,4.159090909090909,0.743,1
I would buy this product again,"['product', 'gentl', 'enough', 'use', 'daili', 'howev', 'alway', 'purchas', 'feel', 'help', 'brighten', 'skin', 'chang', 'bought', 'charcoal', 'one', 'advic', 'sale', 'ladi', 'regret', 'resurfac', 'issu', 'meant', 'say', 'bottl', 'charcoal', 'one', 'brighten', 'skin', 'dri', 'skin', 'went', 'back', 'bought', 'one', 'happi']","Maple Grove, MN",Daily Microfoliant,441,88,4.0227272727272725,0.6908,1
New Staple In My Routine,"['face', 'look', 'feel', 'amaz', 'usag', 'use', 'retina', 'acn', 'colder', 'weather', 'come', 'get', 'dri', 'exfoli', 'scrub', 'worri', 'dri', 'patch']","Atlanta, GA",Daily Microfoliant,190,37,4.162162162162162,0.0,0
